episode,timestep,task,reward,length
829,39644,3,-1.9740000000000002,97
830,39738,1,3.1620000000000044,94
831,39851,1,5.059999999999993,113
832,39887,2,0.4360000000000017,36
833,39980,2,7.872000000000009,93
834,40020,2,1.0359999999999996,40
835,40110,1,2.48200000000001,90
836,40222,1,4.805999999999994,112
837,40333,0,-0.7600000000000087,111
838,40409,0,-2.300000000000002,76
839,40509,1,3.6300000000000026,100
840,40600,3,-2.520000000000004,91
841,40719,3,-0.6159999999999943,119
842,40757,2,0.7560000000000011,38
843,40849,2,7.700000000000008,92
844,40878,4,3.158000000000004,29
845,40977,3,-1.9460000000000006,99
846,41070,0,-1.6500000000000052,93
847,41167,3,-1.974000000000001,97
848,41340,1,10.627999999999965,173
849,41532,1,12.237999999999957,192
850,41608,3,-3.1780000000000053,76
851,41721,0,-0.57000000000001,113
852,41764,2,1.3839999999999995,43
853,41847,0,-2.1100000000000034,83
854,41970,2,12.168000000000028,123
855,41987,3,-6.244,17
856,42098,1,4.779999999999996,111
857,42134,3,-5.348,36
858,42234,3,-1.6099999999999985,100
859,42324,3,-2.4220000000000033,90
860,42350,4,2.5040000000000022,26
861,42474,1,5.969999999999988,124
862,42499,0,-4.18,25
863,42609,4,21.24200000000002,110
864,42702,1,2.620000000000008,93
865,42736,1,-3.1500000000000004,34
866,42830,4,17.634000000000015,94
867,42889,1,-0.687999999999998,59
868,42971,3,-2.128,82
869,43097,4,24.988000000000024,126
870,43205,0,-0.9400000000000075,108
871,43359,2,15.900000000000041,154
872,43448,3,-2.1420000000000003,89
873,43496,3,-4.578000000000001,48
874,43610,1,4.833999999999994,114
875,43701,4,17.040000000000017,91
876,43704,4,-2.57,3
877,43802,2,8.70800000000001,98
878,43895,0,-1.2500000000000058,93
879,43998,4,19.85400000000002,103
880,44037,2,0.8879999999999999,39
881,44129,0,-1.510000000000006,92
882,44223,1,3.0060000000000056,94
883,44267,1,-1.8580000000000023,44
884,44386,4,23.222000000000016,119
885,44487,3,-1.8200000000000003,101
886,44604,0,-0.33000000000001073,117
887,44701,2,8.472000000000012,97
888,44911,0,2.759999999999973,210
889,44980,2,4.863999999999995,69
890,45053,4,13.146000000000019,73
891,45164,1,4.695999999999996,111
892,45288,4,24.342000000000017,124
893,45393,2,9.552000000000016,105
894,45421,2,-0.5559999999999978,28
895,45531,3,-1.2459999999999969,110
896,45595,4,10.85400000000001,64
897,45711,4,22.62200000000002,116
898,45826,2,10.824000000000021,115
899,45875,2,2.2639999999999967,49
900,45971,1,2.986000000000006,96
901,46080,0,-0.9700000000000077,109
902,46168,4,16.30800000000001,88
903,46252,3,-2.940000000000005,84
904,46352,1,3.4260000000000037,100
905,46475,0,0.08999999999998831,123
906,46583,0,-0.8200000000000083,108
907,46694,4,21.52000000000002,111
908,46796,0,-1.050000000000007,102
909,46830,4,4.170000000000005,34
910,46939,3,-1.6099999999999985,109
911,47050,1,4.491999999999997,111
912,47150,3,-1.596,100
913,47192,2,1.275999999999999,42
914,47207,0,-4.6,15
915,47296,2,7.448000000000006,89
916,47310,4,-0.1599999999999997,14
917,47437,3,0.3500000000000103,127
918,47544,1,4.207999999999998,107
919,47653,4,20.96400000000002,109
920,47790,1,7.24399999999998,137
921,47911,1,5.939999999999989,121
922,48030,4,23.366000000000025,119
923,48155,2,12.480000000000029,125
924,48259,1,3.782000000000002,104
925,48375,0,-0.38000000000000966,116
926,48421,0,-3.159999999999999,46
927,48549,4,25.526000000000025,128
928,48654,2,9.816000000000017,105
929,48765,1,4.551999999999998,111
930,48985,0,3.3199999999999754,220
931,49102,3,-0.5319999999999929,117
932,49224,3,-0.3359999999999923,122
933,49334,3,-1.133999999999996,110
934,49525,3,3.514000000000017,191
935,49561,1,-2.930000000000001,36
936,49602,4,5.786000000000005,41
937,49718,1,4.813999999999995,116
938,49844,3,0.1680000000000108,126
939,49859,4,0.06400000000000006,15
940,49928,1,0.7000000000000064,69
941,49944,4,0.3240000000000003,16
942,50047,3,-1.6799999999999997,103
943,50075,0,-3.9799999999999995,28
944,50103,4,2.910000000000003,28
945,50205,1,3.466000000000003,102
946,50294,4,16.49000000000001,89
947,50378,1,1.7260000000000097,84
948,50392,1,-4.93,14
949,50522,1,6.965999999999983,130
950,50609,1,2.1040000000000116,87
951,50697,3,-2.842000000000005,88
952,50813,0,-0.39000000000000945,116
953,50880,0,-2.520000000000001,67
954,50917,4,4.932000000000007,37
955,51026,1,4.2719999999999985,109
956,51055,4,3.2420000000000044,29
957,51159,0,-1.0600000000000072,104
958,51274,1,5.039999999999994,115
959,51358,1,1.4140000000000086,84
960,51399,4,5.852000000000007,41
961,51516,1,5.103999999999994,117
962,51612,0,-1.220000000000006,96
963,51724,1,4.757999999999996,112
964,51827,0,-1.0000000000000075,103
965,52045,0,3.52999999999998,218
966,52155,0,-0.8500000000000076,110
967,52172,4,0.548,17
968,52277,2,9.680000000000016,105
969,52367,4,16.666000000000015,90
970,52473,4,20.52000000000002,106
971,52510,4,4.932000000000007,37
972,52602,3,-2.1140000000000008,92
973,52709,1,4.004,107
974,52799,3,-2.240000000000003,90
975,52991,0,2.3999999999999755,192
976,53108,2,11.136000000000022,117
977,53172,2,4.107999999999993,64
978,53292,3,-0.43399999999999395,120
979,53380,0,-1.5100000000000056,88
980,53736,4,103.86199999999998,356
981,53848,2,10.476000000000019,112
982,53887,2,0.8959999999999999,39
983,53933,2,1.8359999999999976,46
984,54065,3,0.8120000000000118,132
985,54166,2,9.088000000000013,101
986,54276,3,-1.133999999999996,110
987,54323,3,-4.704000000000001,47
988,54438,4,22.32600000000002,115
989,54487,3,-4.508000000000001,49
990,54593,3,-1.581999999999999,106
991,54712,2,11.576000000000024,119
992,54833,1,5.65199999999999,121
993,54859,4,2.5520000000000023,26
994,54906,3,-4.466000000000001,47
995,55026,4,23.57200000000002,120
996,55092,1,0.11800000000000388,66
997,55210,1,5.129999999999994,118
998,55334,3,-0.1399999999999917,124
999,55453,3,-0.7279999999999953,119
1000,55570,2,11.104000000000022,117
1001,55685,1,5.087999999999994,115
1002,55789,0,-0.8600000000000074,104
1003,55902,0,-0.8600000000000092,113
1004,56019,0,-0.6900000000000093,117
1005,56042,3,-6.104,23
1006,56162,1,5.541999999999989,120
1007,56286,1,6.077999999999987,124
1008,56411,0,0.05999999999998806,125
1009,56531,4,23.64400000000002,120
1010,56643,0,-0.830000000000009,112
1011,56689,0,-3.399999999999999,46
1012,56795,3,-1.525999999999999,106
1013,56912,1,5.343999999999992,117
1014,57022,2,10.156000000000018,110
1015,57141,3,-0.657999999999995,119
1016,57156,4,0.06400000000000006,15
1017,57254,3,-1.862,98
1018,57334,3,-3.0100000000000056,80
1019,57463,2,12.88800000000003,129
1020,57465,4,-2.8,2
1021,57627,0,1.299999999999982,162
1022,57751,0,-0.31000000000001116,124
1023,57876,0,-0.18000000000001126,125
1024,58080,2,22.44400000000007,204
1025,58220,0,0.2999999999999856,140
1026,58236,4,0.31800000000000006,16
1027,58249,2,-2.5599999999999996,13
1028,58312,1,-0.3079999999999963,63
1029,58434,4,24.128000000000025,122
1030,58559,4,24.716000000000022,125
1031,58622,1,-0.2599999999999971,63
1032,58638,1,-4.601999999999999,16
1033,58755,4,22.810000000000016,117
1034,58841,4,15.968000000000014,86
1035,58960,4,23.294000000000022,119
1036,59051,3,-2.240000000000002,91
1037,59165,1,4.689999999999996,114
1038,59283,4,23.08800000000002,118
1039,59444,2,16.75200000000005,161
1040,59591,3,0.9520000000000142,147
1041,59683,0,-1.7900000000000045,92
1042,59805,1,5.557999999999991,122
1043,59925,1,5.493999999999993,120
1044,60040,3,-1.1199999999999974,115
1045,60178,0,0.7099999999999858,138
1046,60300,1,5.66599999999999,122
1047,60433,1,7.247999999999982,133
1048,60517,1,1.8580000000000103,84
1049,60644,0,-0.04000000000001158,127
1050,60705,2,3.5839999999999934,61
1051,60747,3,-5.095999999999999,42
1052,61005,2,29.356000000000087,258
1053,61105,3,-2.2120000000000033,100
1054,61187,0,-2.050000000000004,82
1055,61420,3,5.376000000000019,233
1056,61537,4,22.762000000000018,117
1057,61645,1,4.653999999999996,108
1058,61766,0,-0.3400000000000105,121
1059,61844,4,14.098000000000013,78
1060,61932,4,16.452000000000016,88
1061,62049,3,-1.0919999999999952,117
1062,62138,3,-2.7020000000000044,89
1063,62150,1,-5.042,12
1064,62270,1,5.385999999999992,120
1065,62347,4,13.850000000000012,77
1066,62490,3,0.6440000000000117,143
1067,62537,3,-4.522,47
1068,62584,1,-1.6960000000000015,47
1069,62623,0,-3.7199999999999993,39
1070,62748,3,-0.1819999999999915,125
1071,62876,4,24.97400000000001,128
1072,63185,4,65.83599999999984,309
1073,63269,0,-1.9000000000000035,84
1074,63367,2,8.668000000000012,98
1075,63451,4,15.484000000000012,84
1076,63453,0,-5.0,2
1077,63494,4,5.954000000000008,41
1078,63577,0,-2.1600000000000024,83
1079,63616,2,0.8240000000000007,39
1080,63661,2,1.7039999999999988,45
1081,63787,0,-0.17000000000001148,126
1082,63935,3,1.1340000000000146,148
1083,63983,4,7.444000000000008,48
1084,64118,0,-0.07000000000001183,135
1085,64245,4,25.200000000000028,127
1086,64351,0,-1.3700000000000077,106
1087,64464,3,-0.7559999999999931,113
1088,64590,4,24.562000000000015,126
1089,64698,1,4.305999999999999,108
1090,64810,2,10.37200000000002,112
1091,64824,0,-4.5600000000000005,14
1092,64966,1,7.577999999999978,142
1093,65005,4,5.416000000000006,39
1094,65048,1,-1.9800000000000013,43
1095,65050,3,-7.0,2
1096,65092,2,1.411999999999999,42
1097,65190,1,3.3620000000000037,98
1098,65296,4,20.39400000000002,106
1099,65385,4,16.652000000000015,89
1100,65467,1,1.8780000000000099,82
1101,65561,1,2.9580000000000055,94
1102,65675,4,22.120000000000022,114
1103,65687,3,-6.594,12
1104,65783,3,-2.0440000000000014,96
1105,65890,2,9.800000000000017,107
1106,65929,4,5.470000000000008,39
1107,66072,3,0.6160000000000112,143
1108,66100,1,-3.4859999999999998,28
1109,66218,4,23.08200000000002,118
1110,66232,3,-6.4399999999999995,14
1111,66356,0,-0.18000000000001215,124
1112,66422,0,-2.560000000000001,66
1113,66437,4,0.11800000000000033,15
1114,66566,3,0.36400000000000965,129
1115,66688,3,-0.39199999999999324,122
1116,66836,4,29.916000000000025,148
1117,66952,1,4.897999999999994,116
1118,67059,0,-0.9200000000000079,107
1119,67170,0,-0.9900000000000073,111
1120,67274,2,9.516000000000016,104
1121,67316,4,6.130000000000006,42
1122,67426,1,4.489999999999997,110
1123,67501,0,-2.360000000000001,75
1124,67690,4,38.82999999999997,189
1125,67877,4,38.459999999999965,187
1126,67979,4,19.624000000000024,102
1127,67981,4,-2.8,2
1128,68124,0,0.3899999999999846,143
1129,68233,2,9.984000000000016,109
1130,68311,1,1.1020000000000074,78
1131,68418,4,20.63000000000002,107
1132,68595,4,36.21399999999996,177
1133,68717,2,11.844000000000024,122
1134,68832,1,4.643999999999997,115
1135,68914,3,-2.8000000000000043,82
1136,68982,0,-2.540000000000001,68
1137,69090,3,-1.7079999999999993,108
1138,69157,3,-3.682000000000003,67
1139,69282,0,-0.18000000000001215,125
1140,69392,1,4.153999999999998,110
1141,69523,2,13.040000000000031,131
1142,69641,1,5.321999999999992,118
1143,69775,3,-0.2939999999999916,134
1144,69863,2,7.340000000000007,88
1145,70013,0,0.789999999999984,150
1146,70174,4,32.63000000000001,161
1147,70214,1,-2.3940000000000015,40
1148,70295,4,14.866000000000014,81
1149,70394,2,8.848000000000013,99
1150,70521,3,7.993605777301127e-15,127
1151,70640,4,23.33600000000002,119
1152,70741,1,3.212000000000005,101
1153,70784,0,-3.509999999999999,43
1154,70901,2,11.048000000000021,117
1155,71021,3,-0.6019999999999932,120
1156,71146,0,-0.25000000000001066,125
1157,71252,0,-0.960000000000008,106
1158,71356,0,-1.1000000000000076,104
1159,71448,0,-1.550000000000006,92
1160,71538,3,-2.4220000000000033,90
1161,71652,3,-1.0639999999999974,114
1162,71793,3,0.4340000000000108,141
1163,71937,4,28.894000000000027,144
1164,72053,2,10.71600000000002,116
1165,72196,0,0.3599999999999861,143
1166,72314,3,-0.6859999999999946,118
1167,72415,0,-1.4100000000000064,101
1168,72487,0,-2.500000000000001,72
1169,72575,4,16.476000000000013,88
1170,72728,4,31.06600000000001,153
1171,72863,2,13.528000000000034,135
1172,72900,2,0.4880000000000013,37
1173,73012,2,10.540000000000019,112
1174,73150,2,13.828000000000035,138
1175,73307,1,9.515999999999966,157
1176,73410,3,-1.2179999999999964,103
1177,73535,0,-0.5800000000000098,125
1178,73621,2,7.092000000000004,86
1179,73734,1,4.567999999999996,113
1180,73991,4,54.20599999999986,257
1181,74058,1,0.38400000000000567,67
1182,74203,3,0.7700000000000138,145
1183,74343,4,27.932000000000023,140
1184,74454,1,4.503999999999996,111
1185,74495,3,-5.124,41
1186,74581,4,15.698000000000015,86
1187,74659,1,1.1980000000000084,78
1188,74778,0,-0.4300000000000104,119
1189,74847,3,-3.4300000000000046,69
1190,74996,2,15.520000000000042,149
1191,75087,3,-1.96,91
1192,75219,1,6.345999999999986,132
1193,75353,2,13.100000000000033,134
1194,75479,0,-0.33000000000001073,126
1195,75570,1,2.5440000000000094,91
1196,75598,0,-4.02,28
1197,75746,2,15.38800000000004,148
1198,75811,2,4.023999999999992,65
1199,75913,1,3.610000000000003,102
1200,75981,0,-2.4300000000000015,68
1201,76131,4,30.40000000000002,150
1202,76275,0,0.4899999999999851,144
1203,76359,1,2.110000000000012,84
1204,76485,3,-0.6859999999999937,126
1205,76608,3,-0.6719999999999944,123
1206,76652,4,6.614000000000008,44
1207,76691,2,0.7280000000000006,39
1208,76707,3,-6.37,16
1209,76772,3,-3.7240000000000024,65
1210,76872,4,18.94800000000001,100
1211,76905,3,-5.053999999999999,33
1212,77038,3,0.3220000000000107,133
1213,77140,2,9.076000000000013,102
1214,77168,1,-3.582,28
1215,77300,4,26.302000000000028,132
1216,77413,2,10.776000000000021,113
1217,77564,4,30.600000000000023,151
1218,77693,2,12.60000000000003,129
1219,77835,2,14.452000000000037,142
1220,77966,1,6.415999999999986,131
1221,78045,4,14.598000000000017,79
1222,78286,2,27.29600000000009,241
1223,78421,3,-0.16799999999999216,135
1224,78424,2,-3.76,3
1225,78554,0,-0.16000000000001258,130
1226,78701,0,0.6799999999999837,147
1227,78752,0,-3.0699999999999985,51
1228,78797,0,-3.369999999999999,45
1229,78811,2,-2.3879999999999995,14
1230,78966,4,31.202000000000012,155
1231,79067,1,3.6800000000000015,101
1232,79123,3,-4.690000000000001,56
1233,79268,3,0.770000000000012,145
1234,79351,1,2.0480000000000107,83
1235,79454,4,19.998000000000022,103
1236,79516,0,-2.8899999999999992,62
1237,79623,2,10.056000000000017,107
1238,79749,3,-0.1119999999999921,126
1239,79844,4,17.75000000000001,95
1240,79971,1,5.77199999999999,127
1241,80113,2,14.420000000000037,142
1242,80241,3,-0.6719999999999935,128
1243,80423,2,19.40400000000006,182
1244,80468,3,-4.886,45
1245,80564,1,2.986000000000006,96
1246,80609,1,-1.7600000000000016,45
1247,80689,3,-2.842000000000006,80
1248,80751,0,-2.809999999999999,62
1249,80835,4,15.412000000000013,84
1250,80894,2,3.5919999999999934,59
1251,80982,4,16.428000000000015,88
1252,81104,1,5.6179999999999914,122
1253,81216,1,4.745999999999997,112
1254,81286,4,12.402000000000013,70
1255,81425,0,0.15999999999998682,139
1256,81450,1,-3.9119999999999995,25
1257,81534,1,1.6780000000000097,84
1258,81558,4,2.014000000000001,24
1259,81648,3,-2.2540000000000013,90
1260,81721,4,13.146000000000015,73
1261,81854,4,26.364000000000022,133
1262,81997,2,14.552000000000039,143
1263,82278,1,20.815999999999956,281
1264,82359,4,14.77000000000001,81
1265,82464,4,20.17000000000002,105
1266,82609,2,14.89600000000004,145
1267,82675,1,0.21400000000000485,66
1268,82768,1,2.9080000000000066,93
1269,82865,0,-1.610000000000006,97
1270,82990,2,12.104000000000028,125
1271,83098,4,20.782000000000018,108
1272,83212,0,-0.8800000000000106,114
1273,83327,4,22.32600000000002,115
1274,83455,2,12.62000000000003,128
1275,83568,4,22.028000000000024,113
1276,83631,0,-2.71,63
1277,83670,3,-5.026,39
1278,83800,4,25.674000000000024,130
1279,83898,2,8.48400000000001,98
1280,83901,3,-6.93,3
1281,83937,4,4.828000000000007,36
1282,84088,1,8.027999999999976,151
1283,84189,1,3.6800000000000015,101
1284,84291,1,3.8500000000000014,102
1285,84381,1,2.482000000000008,90
1286,84448,0,-2.560000000000001,67
1287,84540,1,2.7380000000000067,92
1288,84630,1,2.4220000000000095,90
1289,84760,1,6.725999999999983,130
1290,84900,3,0.36400000000001054,140
1291,84993,3,-1.9880000000000013,93
1292,85132,3,0.22400000000001086,139
1293,85283,2,15.768000000000043,151
1294,85310,0,-4.109999999999999,27
1295,85410,3,-1.6659999999999995,100
1296,85439,2,-0.37599999999999767,29
1297,85575,1,6.905999999999981,136
1298,85622,4,7.2140000000000075,47
1299,85760,0,0.07999999999998675,138
1300,85902,4,28.41600000000002,142
1301,85967,3,-3.6120000000000037,65
1302,85983,1,-4.662,16
1303,86128,4,29.178000000000026,145
1304,86238,3,-1.3439999999999985,110
1305,86350,2,10.21200000000002,112
1306,86491,1,7.467999999999979,141
1307,86581,1,2.43400000000001,90
1308,86732,3,1.5260000000000122,151
1309,86778,2,1.8119999999999976,46
1310,86906,2,12.62000000000003,128
1311,87102,4,40.223999999999954,196
1312,87195,4,17.69800000000002,93
1313,87331,1,6.821999999999983,136
1314,87402,1,0.728000000000006,71
1315,87554,4,30.83000000000002,152
1316,87616,2,3.787999999999993,62
1317,87722,3,-1.5679999999999987,106
1318,87744,1,-4.277999999999999,22
1319,87767,3,-6.09,23
1320,87912,4,29.178000000000026,145
1321,88015,0,-1.1900000000000075,103
1322,88152,1,6.823999999999982,137
1323,88254,0,-1.0800000000000076,102
1324,88360,4,20.49000000000002,106
1325,88506,3,0.8260000000000138,146
1326,88622,4,22.55600000000002,116
1327,88768,3,0.9520000000000142,146
1328,88838,4,12.456000000000016,70
1329,88979,0,0.26999999999998625,141
1330,89126,3,1.0080000000000133,147
1331,89209,3,-2.786000000000005,83
1332,89353,1,7.7859999999999765,144
1333,89450,3,-1.6519999999999992,97
1334,89483,3,-5.614,33
1335,89630,3,0.9660000000000135,147
1336,89759,3,0.2660000000000098,129
1337,89866,4,20.48600000000002,107
1338,90082,0,3.319999999999977,216
1339,90134,2,2.7079999999999957,52
1340,90207,1,0.6480000000000059,73
1341,90343,4,27.252000000000027,136
1342,90485,2,14.316000000000038,142
1343,90515,3,-5.4319999999999995,30
1344,90611,4,18.124000000000013,96
1345,90707,0,-1.2300000000000066,96
1346,90754,1,-1.540000000000001,47
1347,90901,0,1.009999999999983,147
1348,90927,1,-3.6939999999999995,26
1349,91060,1,6.5759999999999845,133
1350,91151,0,-1.6000000000000059,91
1351,91251,1,3.570000000000002,100
1352,91414,1,10.067999999999966,163
1353,91462,1,-1.4780000000000006,48
1354,91596,2,13.10000000000003,134
1355,91713,1,4.779999999999998,117
1356,91752,2,0.8640000000000008,39
1357,91839,3,-2.506000000000004,87
1358,91911,1,0.550000000000006,72
1359,92037,2,12.404000000000028,126
1360,92060,2,-1.3519999999999985,23
1361,92198,2,13.692000000000036,138
1362,92345,3,1.1340000000000128,147
1363,92461,4,22.69400000000002,116
1364,92588,0,-0.2000000000000126,127
1365,92730,4,28.440000000000023,142
1366,92821,1,2.580000000000007,91
1367,92834,4,-0.3959999999999999,13
1368,93063,2,25.696000000000087,229
1369,93210,0,0.6799999999999837,147
1370,93333,3,-0.3359999999999923,123
1371,93479,4,29.40800000000003,146
1372,93591,2,10.63600000000002,112
1373,93710,3,-0.265999999999992,119
1374,93940,0,3.7899999999999814,230
1375,94079,1,7.1519999999999815,139
1376,94223,2,14.796000000000038,144
1377,94311,2,7.404000000000007,88
1378,94404,3,-2.534000000000005,93
1379,94512,0,-1.020000000000008,108
1380,94631,3,-1.1199999999999974,119
1381,94777,4,29.37800000000003,146
1382,94916,2,13.936000000000035,139
1383,95055,0,0.20999999999998575,139
1384,95203,3,1.0220000000000127,148
1385,95340,3,-0.0279999999999907,137
1386,95503,0,1.4799999999999818,163
1387,95515,3,-6.594,12
1388,95666,2,15.648000000000042,151
1389,95788,4,23.882000000000016,122
1390,95931,2,14.560000000000038,143
1391,96080,0,0.8299999999999841,149
1392,96173,3,-2.2680000000000016,93
1393,96295,3,-0.4619999999999944,122
1394,96401,0,-0.7600000000000078,106
1395,96467,4,11.43400000000001,66
1396,96566,0,-1.320000000000007,99
1397,96711,1,8.003999999999976,145
1398,96807,0,-1.2200000000000069,96
1399,96938,4,26.024000000000022,131
1400,97090,1,8.713999999999974,152
1401,97223,4,26.532000000000025,133
1402,97375,4,30.83600000000002,152
1403,97502,4,24.846000000000014,127
1404,97652,3,1.2880000000000162,150
1405,97793,4,28.18600000000002,141
1406,97915,4,23.88200000000002,122
1407,98058,4,28.670000000000023,143
1408,98154,3,-1.8339999999999996,96
1409,98314,4,32.78999999999999,160
1410,98458,3,0.6860000000000133,144
1411,98725,2,30.46400000000009,267
1412,98800,3,-3.4580000000000046,75
1413,98898,3,-2.142000000000002,98
1414,99008,4,21.29000000000002,110
1415,99115,3,-1.8340000000000005,107
1416,99250,4,26.926000000000023,135
1417,99385,3,0.29400000000000936,135
1418,99519,4,26.42600000000002,134
1419,99565,3,-4.550000000000001,46
1420,99707,4,28.362000000000023,142
1421,99772,0,-2.74,65
1422,99885,2,10.38400000000002,113
1423,99938,4,8.61200000000001,53
1424,100094,4,31.798000000000023,156
1425,100139,2,1.695999999999998,45
1426,100254,1,5.123999999999995,115
1427,100389,0,-0.16000000000001346,135
1428,100495,1,3.894,106
1429,100619,0,-0.19000000000001194,124
1430,100765,4,29.432000000000023,146
1431,100850,4,15.612000000000013,85
1432,100989,2,13.968000000000035,139
1433,101097,0,-1.2300000000000075,108
1434,101200,2,9.432000000000015,103
1435,101346,2,15.07600000000004,146
1436,101490,0,0.45999999999998575,144
1437,101540,1,-1.354,50
1438,101681,0,0.33999999999998565,141
1439,101745,0,-2.6600000000000006,64
1440,101816,0,-2.590000000000001,71
1441,101938,1,5.857999999999988,122
1442,102094,1,9.06999999999997,156
1443,102183,1,2.612000000000007,89
1444,102276,1,2.848000000000008,93
1445,102352,4,13.788000000000014,76
1446,102469,1,5.247999999999992,117
1447,102620,4,30.552000000000014,151
1448,102767,0,0.7199999999999838,147
1449,102899,3,0.5320000000000134,132
1450,103144,1,17.01199999999995,245
1451,103191,0,-3.319999999999999,47
1452,103231,2,1.0600000000000005,40
1453,103378,3,0.8960000000000141,147
1454,103517,1,7.187999999999981,139
1455,103604,2,7.128000000000005,87
1456,103752,4,29.69400000000003,148
1457,103905,1,8.583999999999973,153
1458,104027,2,11.740000000000025,122
1459,104174,0,0.7699999999999836,147
1460,104244,2,5.003999999999996,70
1461,104271,3,-5.656,27
1462,104364,2,8.07200000000001,93
1463,104458,3,-1.96,94
1464,104537,3,-2.730000000000005,79
1465,104789,2,28.436000000000092,252
1466,104910,2,11.800000000000026,121
1467,105010,2,8.860000000000012,100
1468,105078,0,-2.390000000000001,68
1469,105182,0,-1.1500000000000083,104
1470,105335,0,0.799999999999983,153
1471,105427,2,7.772000000000007,92
1472,105517,4,16.912000000000013,90
1473,105602,2,7.080000000000005,85
1474,105638,0,-3.7799999999999994,36
1475,105662,0,-4.26,24
1476,105747,4,15.56400000000001,85
1477,105858,1,4.503999999999998,111
1478,105995,0,-0.020000000000012008,137
1479,106007,0,-4.66,12
1480,106069,1,-0.4179999999999975,62
1481,106095,2,-0.8359999999999981,26
1482,106199,3,-2.1700000000000026,104
1483,106270,2,5.271999999999997,71
1484,106357,3,-2.394000000000002,87
1485,106558,1,12.699999999999953,201
1486,106659,1,3.4040000000000035,101
1487,106722,1,-0.10399999999999743,63
1488,106810,3,-2.2120000000000006,88
1489,106894,1,2.0020000000000113,84
1490,107032,2,13.828000000000035,138
1491,107334,3,9.660000000000018,302
1492,107459,1,5.995999999999986,125
1493,107591,0,-0.22000000000001219,132
1494,107594,3,-6.93,3
1495,107684,0,-1.4400000000000057,90
1496,107759,2,5.391999999999998,75
1497,107898,2,13.960000000000036,139
1498,107996,1,3.2660000000000036,98
1499,108078,2,6.468000000000002,82
1500,108205,4,25.230000000000025,127
1501,108342,4,27.18800000000002,137
1502,108475,2,13.064000000000032,133
1503,108627,0,1.0199999999999818,152
1504,108751,0,-0.19000000000001194,124
1505,108826,2,5.351999999999997,75
1506,108928,4,19.49800000000002,102
1507,108963,2,0.30400000000000205,35
1508,109102,4,27.696000000000023,139
1509,109198,0,-1.4700000000000055,96
1510,109311,4,21.884000000000015,113
1511,109454,4,28.69400000000002,143
1512,109601,4,29.590000000000032,147
1513,109720,4,23.366000000000025,119
1514,109967,3,6.440000000000023,247
1515,110112,3,0.7560000000000144,145
1516,110197,4,15.690000000000012,85
1517,110310,3,-1.3999999999999968,113
1518,110465,0,1.1299999999999821,155
1519,110494,0,-3.8899999999999997,29
1520,110631,4,27.18800000000002,137
1521,110702,0,-2.2300000000000018,71
1522,110783,4,14.836000000000016,81
1523,110894,3,-0.5599999999999934,111
1524,111005,3,-1.0639999999999965,111
1525,111117,0,-0.5000000000000098,112
1526,111402,4,60.40599999999984,285
1527,111520,1,5.417999999999992,118
1528,111655,2,13.656000000000034,135
1529,111777,3,-0.6719999999999935,122
1530,111813,1,-2.9900000000000007,36
1531,112081,1,19.93799999999994,268
1532,112321,1,16.46199999999996,240
1533,112336,1,-4.771999999999999,15
1534,112538,3,3.6260000000000154,202
1535,112667,1,6.279999999999987,129
1536,112783,1,4.861999999999995,116
1537,112900,4,23.002000000000024,117
1538,113044,2,14.732000000000038,144
1539,113066,0,-4.359999999999999,22
1540,113187,3,-0.5179999999999936,121
1541,113285,0,-1.2900000000000067,98
1542,113435,2,15.548000000000041,150
1543,113538,1,3.5880000000000027,103
1544,113553,0,-4.5600000000000005,15
1545,113699,2,15.06800000000004,146
1546,113760,0,-2.939999999999999,61
1547,113917,2,16.776000000000046,157
1548,113992,4,13.528000000000013,75
1549,114016,0,-4.18,24
1550,114164,3,1.1340000000000146,148
1551,114263,4,18.736000000000015,99
1552,114360,2,8.47200000000001,97
1553,114490,0,-0.4400000000000128,130
1554,114554,1,-0.041999999999995374,64
1555,114697,0,0.40999999999998593,143
1556,114822,3,-0.46199999999999175,125
1557,115125,4,64.49799999999989,303
1558,115139,0,-4.65,14
1559,115235,4,18.26800000000002,96
1560,115334,4,18.886000000000017,99
1561,115443,0,-0.5000000000000098,109
1562,115579,4,27.18000000000002,136
1563,115671,4,17.270000000000017,92
1564,115673,0,-5.0,2
1565,115896,2,24.992000000000083,223
1566,116030,4,26.76800000000003,134
1567,116032,2,-3.9,2
1568,116132,1,3.678000000000001,100
1569,116304,0,0.9499999999999815,172
1570,116444,3,0.3500000000000103,140
1571,116560,1,5.101999999999993,116
1572,116723,4,33.36599999999999,163
1573,116771,0,-3.259999999999999,48
1574,116880,0,-0.8900000000000086,109
1575,117012,2,13.332000000000033,132
1576,117125,4,22.00400000000002,113
1577,117208,2,6.472000000000001,83
1578,117225,4,0.5540000000000003,17
1579,117370,1,8.051999999999978,145
1580,117490,4,23.56600000000002,120
1581,117618,0,-0.38000000000001144,128
1582,117766,1,8.285999999999975,148
1583,117880,3,-1.203999999999998,114
1584,118026,1,8.005999999999977,146
1585,118176,0,0.8699999999999823,150
1586,118289,1,4.519999999999996,113
1587,118420,1,6.6079999999999846,131
1588,118556,3,0.3500000000000103,136
1589,118796,4,50.49399999999987,240
1590,118944,1,8.333999999999973,148
1591,118975,4,3.672000000000005,31
1592,119085,0,-1.0900000000000083,110
1593,119221,3,-0.0279999999999907,136
