episode,timestep,task,reward,length
2354,210428,2,11.472000000000024,121
2355,210460,4,3.9080000000000057,32
2356,210587,0,-0.11000000000001098,127
2357,210704,1,5.055999999999994,117
2358,210786,0,-1.9600000000000035,82
2359,210936,3,1.204000000000013,150
2360,211047,1,4.791999999999996,111
2361,211166,0,-0.4700000000000104,119
2362,211285,4,23.048000000000012,119
2363,211397,1,4.277999999999997,112
2364,211503,1,3.570000000000002,106
2365,211533,0,-3.9299999999999997,30
2366,211573,1,-2.5020000000000016,40
2367,211733,4,32.43599999999999,160
2368,211772,3,-5.151999999999999,39
2369,212016,0,4.509999999999991,244
2370,212118,3,-1.8059999999999992,102
2371,212264,4,29.360000000000028,146
2372,212458,4,40.24999999999993,194
2373,212688,3,4.774000000000012,230
2374,212730,2,1.347999999999999,42
2375,212766,1,-2.8340000000000005,36
2376,212841,3,-3.5140000000000056,75
2377,213030,3,3.388000000000014,189
2378,213172,0,0.38999999999998636,142
2379,213360,4,38.773999999999944,188
2380,213566,2,23.028000000000073,206
2381,213624,3,-4.312000000000001,58
2382,213809,1,11.719999999999967,185
2383,214020,4,44.09399999999991,211
2384,214208,2,20.596000000000064,188
2385,214388,0,1.4499999999999789,180
2386,214405,2,-1.895999999999999,17
2387,214420,4,0.06400000000000006,15
2388,214520,2,8.828000000000014,100
2389,214651,2,13.072000000000031,131
2390,214694,2,1.3199999999999994,43
2391,214819,4,24.914000000000026,125
2392,215184,2,43.67200000000007,365
2393,215278,0,-1.4800000000000058,94
2394,215326,2,2.091999999999997,48
2395,215515,2,20.736000000000065,189
2396,215558,2,1.5519999999999987,43
2397,215686,4,25.334000000000024,128
2398,215798,0,-0.5400000000000107,112
2399,215971,2,18.760000000000055,173
2400,216314,1,26.987999999999936,343
2401,216473,1,9.063999999999972,159
2402,216560,0,-1.960000000000004,87
2403,216687,1,6.3479999999999865,127
2404,216853,3,1.8900000000000112,166
2405,217017,2,16.95600000000005,164
2406,217128,3,-0.9519999999999946,111
2407,217158,0,-3.8499999999999996,30
2408,217319,1,9.223999999999968,161
2409,217498,2,19.152000000000058,179
2410,217681,2,19.83200000000006,183
2411,217861,1,11.133999999999965,180
2412,217985,0,-0.270000000000012,124
2413,218131,2,14.812000000000037,146
2414,218238,2,9.832000000000017,107
2415,218421,0,2.0099999999999767,183
2416,218619,1,13.005999999999961,198
2417,218696,2,5.895999999999999,77
2418,218969,1,20.271999999999952,273
2419,219049,1,1.6700000000000088,80
2420,219076,2,-0.695999999999998,27
2421,219162,3,-2.7020000000000053,86
2422,219208,1,-1.6380000000000008,46
2423,219591,4,84.36800000000017,383
2424,219633,3,-5.039999999999999,42
2425,219663,1,-3.1100000000000003,30
2426,219695,0,-3.749999999999999,32
2427,219784,3,-2.2120000000000024,89
2428,219852,4,11.948000000000011,68
2429,219882,1,-3.1580000000000004,30
2430,220074,1,12.597999999999967,192
2431,220245,1,9.891999999999964,171
2432,220494,1,17.823999999999952,249
2433,220591,2,8.528000000000011,97
2434,220789,4,40.98399999999995,198
2435,220925,3,0.29400000000001025,136
2436,220927,2,-3.9,2
2437,221120,4,39.83399999999996,193
2438,221343,4,46.361999999999924,223
2439,221458,2,10.792000000000021,115
2440,221553,4,17.864000000000015,95
2441,221713,0,0.669999999999983,160
2442,221890,3,2.590000000000014,177
2443,222019,0,-0.2100000000000124,129
2444,222172,1,8.307999999999973,153
2445,222287,1,5.267999999999992,115
2446,222408,4,23.80200000000002,121
2447,222426,3,-6.048,18
2448,222491,3,-3.7800000000000034,65
2449,222519,0,-4.029999999999999,28
2450,222521,0,-5.0,2
2451,222576,3,-4.298000000000002,55
2452,222657,1,1.588000000000009,81
2453,222739,2,6.492000000000003,82
2454,222858,2,11.232000000000024,119
2455,223002,3,8.881784197001252e-15,144
2456,223146,1,7.737999999999978,144
2457,223231,3,-2.7720000000000047,85
2458,223373,3,0.2240000000000082,142
2459,223420,4,7.184000000000006,47
2460,223527,3,-1.2179999999999982,107
2461,223611,0,-2.1000000000000036,84
2462,223684,0,-2.6100000000000008,73
2463,223984,2,35.14800000000009,300
2464,224103,4,23.27000000000002,119
2465,224165,2,3.8919999999999932,62
2466,224224,4,9.758000000000008,59
2467,224296,4,12.892000000000014,72
2468,224409,3,-1.3719999999999972,113
2469,224550,0,0.38999999999998547,141
2470,224709,1,9.387999999999968,159
2471,224802,2,8.26400000000001,93
2472,224878,4,13.614000000000011,76
2473,224991,1,4.675999999999995,113
2474,225093,0,-1.4800000000000066,102
2475,225199,2,9.468000000000016,106
2476,225379,4,37.12599999999995,180
2477,225445,1,0.022000000000003794,66
2478,225581,3,0.14000000000000856,136
2479,225624,4,6.2640000000000065,43
2480,225823,4,41.21399999999994,199
2481,225987,2,17.33200000000005,164
2482,226082,4,17.750000000000014,95
2483,226260,4,36.40799999999999,178
2484,226300,4,5.598000000000006,40
2485,226354,1,-1.1179999999999994,54
2486,226491,1,6.823999999999984,137
2487,226694,2,22.60800000000007,203
2488,226856,0,1.2399999999999807,162
2489,226935,4,14.430000000000014,79
2490,226975,3,-4.8999999999999995,40
2491,227042,3,-3.458000000000004,67
2492,227206,2,17.14800000000005,164
2493,227301,3,-2.3660000000000014,95
2494,227484,4,37.58199999999996,183
2495,227527,0,-3.589999999999999,43
2496,227614,1,2.1880000000000095,87
2497,227690,0,-2.2700000000000022,76
2498,227830,0,0.1799999999999855,140
2499,227941,3,-0.8259999999999961,111
2500,228069,4,25.388000000000023,128
2501,228107,0,-3.7999999999999994,38
2502,228209,2,9.100000000000014,102
2503,228318,0,-1.1800000000000073,109
2504,228502,3,2.6040000000000134,184
2505,228647,1,7.895999999999976,145
2506,228755,3,-1.4979999999999993,108
2507,228864,1,4.283999999999997,109
2508,228964,1,3.342000000000004,100
2509,229089,3,-1.0919999999999979,125
2510,229225,1,6.617999999999983,136
2511,229311,3,-2.4780000000000024,86
2512,229412,2,8.968000000000014,101
2513,229450,2,0.7560000000000011,38
2514,229554,2,9.380000000000015,104
2515,229718,3,1.0360000000000138,164
2516,229851,4,26.22600000000002,133
2517,230040,3,2.828000000000012,189
2518,230174,2,13.420000000000034,134
2519,230237,1,-0.10399999999999654,63
2520,230342,1,3.5440000000000023,105
2521,230532,0,1.9899999999999771,190
2522,230604,4,12.700000000000012,72
2523,230796,4,39.81999999999993,192
2524,230988,3,3.0520000000000103,192
2525,231177,2,20.512000000000064,189
2526,231359,1,11.485999999999962,182
2527,231550,4,39.559999999999945,191
2528,231650,0,-1.3800000000000066,100
2529,231752,2,9.076000000000013,102
2530,231947,4,40.22199999999996,195
2531,232138,2,20.816000000000063,191
2532,232303,1,9.915999999999963,165
2533,232442,0,0.12999999999998568,139
2534,232575,0,-0.2100000000000115,133
2535,232766,2,21.016000000000066,191
2536,232779,4,-0.3899999999999997,13
2537,232858,1,1.2240000000000082,79
2538,233050,1,12.249999999999961,192
2539,233240,4,39.257999999999946,190
2540,233288,1,-1.5620000000000012,48
2541,233389,3,-1.862,101
2542,233494,0,-1.1700000000000075,105
2543,233512,2,-1.763999999999999,18
2544,233713,2,22.29600000000007,201
2545,233761,0,-3.199999999999999,48
2546,233950,2,20.488000000000063,189
2547,233954,1,-5.73,4
2548,234066,4,21.85200000000002,112
2549,234164,2,8.740000000000013,98
2550,234180,3,-6.314,16
2551,234265,0,-1.8100000000000045,85
2552,234437,3,1.8200000000000127,172
2553,234535,0,-1.6400000000000063,98
2554,234579,3,-5.012,44
2555,234743,3,1.7500000000000142,164
2556,234899,0,0.8199999999999834,156
2557,234918,1,-4.223999999999999,19
2558,235109,4,39.60799999999993,191
2559,235320,4,44.1119999999999,211
2560,235414,1,2.8620000000000054,94
2561,235534,0,-0.6200000000000108,120
2562,235691,1,9.275999999999968,157
2563,235892,0,3.0699999999999754,201
2564,235955,2,4.031999999999993,63
2565,235983,4,2.982000000000003,28
2566,236116,3,-0.3359999999999932,133
2567,236153,1,-2.736000000000001,37
2568,236214,1,-0.5279999999999969,61
2569,236229,0,-4.52,15
2570,236387,2,16.084000000000046,158
2571,236532,2,14.86400000000004,145
2572,236579,1,-1.444,47
2573,236595,4,0.3480000000000003,16
2574,236739,0,0.25999999999998646,144
2575,236859,1,5.445999999999989,120
2576,237000,3,0.6020000000000119,141
2577,237112,1,4.853999999999997,112
2578,237302,2,20.948000000000064,190
2579,237420,0,-0.6400000000000103,118
2580,237535,3,-1.2319999999999958,115
2581,237726,1,12.007999999999967,191
2582,237768,0,-3.3999999999999995,42
2583,237975,4,43.125999999999934,207
2584,238043,2,4.667999999999994,68
2585,238153,1,4.201999999999998,110
2586,238193,3,-5.012,40
2587,238232,1,-2.5040000000000013,39
2588,238273,2,1.1680000000000001,41
2589,238450,4,36.273999999999994,177
2590,238586,0,-0.3400000000000123,136
2591,238783,4,40.753999999999955,197
2592,238870,0,-1.790000000000005,87
2593,239061,4,39.61399999999995,191
2594,239266,4,42.73799999999994,205
2595,239428,4,33.129999999999995,162
2596,239614,4,38.39199999999995,186
2597,239709,2,8.224000000000009,95
2598,239767,2,3.1719999999999944,58
2599,239898,4,25.814000000000018,131
2600,240014,4,22.454000000000015,116
2601,240115,0,-0.8900000000000086,101
2602,240129,0,-4.61,14
2603,240251,3,-0.7839999999999945,122
2604,240311,2,3.571999999999994,60
2605,240480,1,10.343999999999966,169
2606,240605,1,5.839999999999989,125
2607,240679,4,13.06400000000001,74
2608,240831,4,30.686000000000014,152
2609,240991,0,1.339999999999982,160
2610,241104,0,-0.6600000000000099,113
2611,241199,3,-2.394000000000003,95
2612,241240,0,-3.4899999999999993,41
2613,241392,2,15.908000000000044,152
2614,241513,2,11.792000000000025,121
2615,241573,3,-4.130000000000003,60
2616,241679,3,-1.413999999999998,106
2617,241920,1,16.28399999999997,241
2618,242099,3,2.310000000000013,179
2619,242127,2,-0.5239999999999978,28
2620,242219,4,17.174000000000014,92
2621,242413,2,21.180000000000064,194
2622,242482,1,0.6520000000000064,69
2623,242677,3,3.3740000000000148,195
2624,242844,2,17.76000000000005,167
2625,243053,3,4.732000000000021,209
2626,243093,3,-5.138,40
2627,243219,2,12.140000000000025,126
2628,243393,2,18.740000000000055,174
2629,243431,0,-3.6399999999999992,38
2630,243522,0,-2.0300000000000034,91
2631,243547,0,-4.21,25
2632,243705,0,1.2399999999999816,158
2633,243793,3,-2.562000000000003,88
2634,243988,2,21.288000000000068,195
2635,244062,2,5.475999999999999,74
2636,244191,3,-0.33599999999999053,129
2637,244366,0,1.029999999999979,175
2638,244553,4,38.61599999999995,187
2639,244719,4,33.882,166
2640,244896,3,2.4500000000000117,177
2641,245044,3,0.7560000000000136,148
2642,245353,0,6.900000000000018,309
2643,245533,2,19.35600000000006,180
2644,245630,2,8.528000000000011,97
2645,245727,3,-1.8760000000000012,97
2646,245769,2,1.275999999999999,42
2647,245886,0,-0.9000000000000083,117
2648,246073,4,38.40599999999997,187
2649,246178,4,20.14000000000002,105
2650,246291,1,4.423999999999996,113
2651,246664,1,29.639999999999908,373
2652,246758,2,8.24400000000001,94
2653,246955,2,21.800000000000068,197
2654,247042,4,16.00600000000001,87
2655,247099,1,-0.9079999999999995,57
2656,247215,3,-0.5319999999999929,116
2657,247336,4,23.844000000000023,121
2658,247378,3,-4.885999999999999,42
2659,247408,1,-3.266,30
2660,247436,3,-5.754,28
2661,247634,2,21.78000000000007,198
2662,247769,2,13.568000000000033,135
2663,247886,1,4.959999999999992,117
2664,247914,0,-3.9399999999999995,28
2665,247950,3,-5.46,36
2666,248072,4,24.26600000000003,122
2667,248203,4,26.078000000000024,131
2668,248285,1,1.6860000000000097,82
2669,248482,2,22.12000000000007,197
2670,248574,3,-2.6600000000000037,92
2671,248652,3,-3.024000000000006,78
2672,248699,0,-3.319999999999999,47
2673,248904,4,42.809999999999896,205
2674,249010,3,-1.8480000000000008,106
2675,249094,3,-2.7720000000000056,84
2676,249256,4,32.943999999999996,162
2677,249346,1,2.7220000000000066,90
2678,249543,4,40.74799999999996,197
2679,249676,4,26.460000000000022,133
2680,249722,2,1.8359999999999976,46
2681,249740,2,-2.051999999999999,18
2682,249912,1,10.769999999999964,172
2683,250103,2,21.184000000000065,191
2684,250223,4,23.54800000000002,120
2685,250349,0,-0.2000000000000126,126
2686,250428,3,-2.8000000000000043,79
2687,250633,3,4.368000000000018,205
2688,250792,0,1.2899999999999814,159
2689,250990,2,21.67600000000007,198
2690,251049,3,-4.242000000000003,59
2691,251352,4,64.55199999999984,303
2692,251447,3,-2.072000000000001,95
2693,251564,3,-1.483999999999999,117
2694,251766,4,42.23399999999991,202
2695,251861,0,-1.6700000000000057,95
2696,251892,1,-3.0480000000000005,31
2697,252084,4,39.55599999999996,192
2698,252172,0,-1.740000000000005,88
2699,252364,4,39.81399999999992,192
2700,252475,2,10.52800000000002,111
2701,252594,4,23.198000000000018,119
2702,252805,4,43.77599999999995,211
2703,252919,0,-1.0400000000000094,114
2704,252944,4,2.298000000000002,25
2705,253135,4,39.42199999999994,191
2706,253310,0,1.7599999999999794,175
2707,253413,3,-1.2739999999999974,103
2708,253561,3,0.8120000000000136,148
2709,253659,1,3.5420000000000034,98
2710,253785,1,5.997999999999989,126
2711,253852,4,11.742000000000013,67
2712,253895,0,-3.319999999999999,43
2713,254029,2,13.196000000000033,134
2714,254183,4,31.146000000000015,154
2715,254272,1,2.0720000000000116,89
2716,254370,4,18.632000000000016,98
2717,254523,0,1.0299999999999825,153
2718,254658,1,6.843999999999982,135
2719,254829,3,1.9740000000000144,171
2720,254897,0,-2.7899999999999996,68
2721,254982,2,6.784000000000004,85
2722,255171,4,38.83599999999998,189
2723,255298,2,12.480000000000029,127
2724,255490,1,12.837999999999965,192
2725,255681,2,20.832000000000065,191
2726,255768,0,-1.790000000000005,87
2727,255905,2,13.360000000000031,137
2728,256049,0,-0.15000000000001368,144
2729,256116,2,4.615999999999994,67
2730,256211,0,-1.4700000000000064,95
2731,256320,3,-1.0779999999999967,109
2732,256466,2,14.84400000000004,146
2733,256659,4,39.77999999999995,193
2734,256803,1,7.50999999999998,144
2735,256966,1,9.935999999999968,163
2736,257083,4,22.762000000000018,117
2737,257235,3,0.7000000000000117,152
2738,257330,4,17.942000000000018,95
2739,257348,1,-4.382,18
2740,257439,1,2.580000000000007,91
2741,257533,1,2.490000000000009,94
2742,257610,4,14.162000000000017,77
2743,257783,2,18.496000000000056,173
2744,257938,4,31.382000000000012,155
2745,258121,0,2.169999999999977,183
2746,258264,4,28.52600000000002,143
2747,258432,4,34.31199999999999,168
2748,258447,4,0.11800000000000033,15
2749,258657,4,43.81599999999993,210
2750,258765,1,4.366,108
2751,258916,4,30.48600000000001,151
2752,259119,4,42.17599999999994,203
2753,259313,3,3.290000000000015,194
2754,259340,1,-3.488,27
2755,259481,0,0.20999999999998575,141
2756,259684,4,42.151999999999944,203
2757,259803,4,23.024000000000015,119
2758,259906,0,-1.2000000000000073,103
2759,260104,2,21.81200000000007,198
2760,260133,4,3.2420000000000035,29
2761,260314,4,37.187999999999974,181
2762,260511,4,40.75399999999997,197
2763,260554,2,1.4239999999999986,43
2764,260618,0,-2.6300000000000003,64
2765,260799,1,11.147999999999964,181
2766,260980,1,10.607999999999965,181
2767,261147,3,1.8060000000000134,167
2768,261335,4,38.92399999999994,188
2769,261403,1,0.5420000000000069,68
2770,261581,4,36.50399999999997,178
2771,261719,3,0.33600000000001096,138
2772,261892,1,10.075999999999965,173
2773,261939,2,2.0799999999999974,47
2774,262066,0,-0.2700000000000111,127
2775,262259,4,39.881999999999955,193
2776,262307,1,-1.5260000000000007,48
2777,262360,0,-2.939999999999999,53
2778,262460,0,-1.4300000000000068,100
2779,262569,0,-0.9300000000000086,109
2780,262675,1,4.049999999999999,106
2781,262846,0,1.7599999999999802,171
2782,262980,4,26.84000000000003,134
2783,263051,0,-2.1200000000000023,71
2784,263239,4,38.94799999999994,188
2785,263359,4,23.812000000000026,120
2786,263550,4,39.631999999999934,191
2787,263576,3,-5.95,26
2788,263772,2,21.78000000000007,196
2789,263861,2,7.440000000000007,89
2790,264067,4,42.895999999999916,206
2791,264251,3,3.4440000000000186,184
2792,264415,4,33.374,164
2793,264569,4,31.272000000000006,154
2794,264739,0,1.1199999999999806,170
2795,264793,0,-3.4499999999999993,54
2796,264904,1,4.155999999999997,111
2797,264932,2,-0.5159999999999978,28
2798,265022,3,-2.4220000000000033,90
2799,265045,4,1.7840000000000007,23
2800,265219,2,18.828000000000056,174
2801,265296,3,-3.0380000000000047,77
2802,265396,0,-1.5500000000000065,100
2803,265567,4,35.325999999999986,171
2804,265730,4,33.39,163
2805,265808,2,5.964,78
2806,266009,4,41.69799999999995,201
2807,266086,2,5.728,77
2808,266156,1,0.7020000000000062,70
2809,266342,3,2.800000000000013,186
2810,266528,4,38.39199999999995,186
2811,266591,0,-2.7999999999999994,63
2812,266694,3,-1.9600000000000017,103
2813,266895,3,3.808000000000016,201
2814,266977,4,15.066000000000017,82
2815,267293,4,67.25999999999989,316
2816,267473,4,36.987999999999985,180
2817,267554,1,1.5280000000000094,81
2818,267630,1,0.8940000000000072,76
2819,267649,1,-4.235999999999999,19
2820,267912,1,19.075999999999965,263
2821,268048,0,-0.03000000000001357,136
2822,268079,4,3.7260000000000053,31
2823,268176,3,-1.7499999999999991,97
2824,268293,1,4.863999999999994,117
2825,268502,4,43.68199999999992,209
2826,268504,4,-2.8,2
2827,268687,0,2.0499999999999767,183
2828,268787,1,3.150000000000004,100
2829,268869,3,-2.5200000000000022,82
2830,269072,1,13.61599999999996,203
2831,269240,2,17.54800000000005,168
2832,269387,3,0.5740000000000123,147
2833,269470,4,15.22400000000001,83
2834,269568,4,18.602000000000018,98
2835,269759,2,20.704000000000065,191
2836,269818,0,-3.0399999999999987,59
2837,269954,0,0.009999999999986464,136
2838,270059,3,-1.091999999999996,105
2839,270127,3,-3.5140000000000047,68
2840,270175,1,-1.5140000000000002,48
2841,270353,0,1.5499999999999794,178
2842,270466,0,-1.0100000000000087,113
2843,270607,0,0.38999999999998547,141
2844,270798,2,20.800000000000065,191
2845,270989,0,2.369999999999976,191
2846,271127,2,13.796000000000035,138
2847,271299,2,18.612000000000055,172
2848,271312,4,-0.3899999999999997,13
2849,271461,1,8.143999999999975,149
2850,271621,2,17.004000000000048,160
2851,271810,1,12.171999999999965,189
2852,271839,4,3.2180000000000044,29
2853,272008,4,34.434,169
2854,272337,1,25.86799999999995,329
2855,272359,1,-4.133999999999999,22
2856,272531,3,1.8060000000000134,172
2857,272736,4,42.61199999999993,205
2858,272931,1,12.831999999999969,195
2859,273044,3,-0.9659999999999966,113
2860,273199,0,0.6499999999999844,155
2861,273431,2,25.908000000000083,232
2862,273512,1,1.4320000000000093,81
2863,273669,3,1.3300000000000125,157
2864,273795,3,-0.5739999999999945,126
2865,273978,2,19.93600000000006,183
2866,274074,2,8.19600000000001,96
2867,274470,4,89.8660000000002,396
2868,274518,2,2.211999999999997,48
2869,274579,3,-4.046000000000003,61
2870,274711,2,12.860000000000031,132
2871,274892,0,1.979999999999979,181
2872,274930,3,-5.207999999999999,38
2873,275042,1,4.553999999999997,112
2874,275068,1,-3.6939999999999995,26
2875,275139,4,12.392000000000008,71
2876,275332,4,39.83399999999994,193
2877,275534,2,22.40400000000007,202
2878,275605,4,12.344000000000007,71
2879,275749,3,0.6440000000000126,144
2880,275799,0,-3.089999999999999,50
2881,275840,3,-4.885999999999999,41
2882,275908,4,11.94200000000001,68
2883,275979,3,-3.192000000000005,71
2884,276161,4,37.39399999999997,182
2885,276293,3,0.0840000000000094,132
2886,276683,2,47.196000000000055,390
2887,276720,0,-3.8199999999999994,37
2888,276874,4,30.978,154
2889,277077,3,4.718000000000021,203
2890,277200,2,12.080000000000027,123
2891,277307,1,3.9079999999999995,107
2892,277630,3,9.856000000000009,323
2893,277718,3,-2.2120000000000024,88
2894,277842,2,12.092000000000027,124
2895,278010,1,10.233999999999963,168
2896,278159,1,8.107999999999976,149
2897,278227,1,0.494000000000006,68
2898,278351,1,5.621999999999991,124
2899,278446,4,18.008000000000013,95
2900,278585,2,13.936000000000035,139
2901,278664,0,-2.4800000000000013,79
2902,278786,4,24.02600000000002,122
2903,278880,0,-1.960000000000004,94
2904,278965,2,6.912000000000004,85
2905,279074,0,-1.2200000000000082,109
2906,279261,1,12.227999999999962,187
2907,279303,0,-3.4099999999999993,42
2908,279318,0,-4.52,15
2909,279485,1,10.123999999999963,167
2910,279582,1,3.204000000000004,97
2911,279669,3,-2.352000000000003,87
2912,279755,1,1.6460000000000097,86
2913,279920,4,33.46599999999999,165
2914,280068,2,15.26000000000004,148
2915,280273,4,42.75599999999992,205
2916,280375,3,-1.9179999999999993,102
2917,280466,2,7.88000000000001,91
2918,280538,4,12.934000000000015,72
2919,280583,0,-3.339999999999999,45
2920,280769,3,3.066000000000015,186
2921,280854,4,15.708000000000013,85
2922,281052,3,3.7940000000000147,198
2923,281247,4,40.239999999999945,195
2924,281355,3,-1.3859999999999975,108
2925,281456,4,19.39400000000002,101
2926,281548,2,7.740000000000007,92
2927,281658,1,4.285999999999998,110
2928,281813,2,15.880000000000045,155
2929,282200,3,13.776000000000018,387
2930,282400,3,3.864000000000015,200
2931,282563,3,1.736000000000013,163
2932,282565,0,-5.0,2
2933,282734,0,1.349999999999981,169
2934,282848,0,-1.0500000000000083,114
2935,283015,1,9.679999999999966,167
2936,283198,4,37.64799999999995,183
2937,283352,3,1.2740000000000151,154
2938,283562,2,23.612000000000076,210
2939,283738,2,19.204000000000057,176
2940,283877,4,27.888000000000027,139
2941,284160,0,4.839999999999987,283
2942,284220,0,-3.0299999999999985,60
2943,284279,0,-3.0799999999999987,59
2944,284465,3,3.3040000000000145,186
2945,284667,4,42.08999999999992,202
2946,284773,1,3.894000000000002,106
2947,284812,0,-3.7999999999999994,39
2948,284991,0,2.0799999999999788,179
2949,285109,2,11.508000000000024,118
2950,285224,3,-0.3779999999999921,115
2951,285317,0,-1.4600000000000062,93
2952,285420,4,19.96800000000002,103
2953,285538,0,-0.8500000000000085,118
2954,285583,0,-3.289999999999999,45
2955,285667,3,-2.842000000000005,84
2956,286075,4,91.7800000000002,408
2957,286301,1,15.689999999999959,226
2958,286532,0,3.6599999999999806,231
2959,286711,1,11.023999999999965,179
2960,286806,2,8.256000000000009,95
2961,286883,2,5.888,77
2962,287070,4,38.64599999999994,187
2963,287082,1,-5.09,12
2964,287219,4,27.242000000000022,137
2965,287417,3,3.6960000000000175,198
2966,287546,0,-0.18000000000001215,129
2967,287591,3,-4.774,45
2968,287638,4,7.2860000000000085,47
2969,287780,4,28.440000000000026,142
2970,287821,1,-2.3320000000000016,41
2971,288000,0,2.1299999999999777,179
2972,288348,3,11.04600000000001,348
2973,288536,1,11.569999999999972,188
2974,288663,3,-0.27999999999999226,127
2975,288725,0,-2.849999999999999,62
2976,288897,4,35.05199999999998,172
2977,289074,0,1.7499999999999787,177
2978,289239,3,2.450000000000019,165
2979,289448,2,23.448000000000075,209
2980,289628,4,36.96399999999998,180
2981,289858,1,16.03399999999996,230
2982,289899,3,-5.109999999999999,41
2983,290075,4,35.94799999999997,176
2984,290240,3,1.8900000000000148,165
2985,290331,2,7.600000000000007,91
2986,290540,2,23.440000000000076,209
2987,290736,2,21.468000000000067,196
2988,290845,1,4.319999999999997,109
2989,290929,2,6.684000000000003,84
2990,291088,2,16.824000000000048,159
2991,291265,3,2.114000000000015,177
2992,291352,2,7.256000000000006,87
2993,291521,1,10.355999999999963,169
2994,291626,2,9.224000000000013,105
2995,291793,2,17.76000000000005,167
2996,291947,2,16.284000000000045,154
2997,292135,3,3.0520000000000156,188
2998,292195,3,-4.186000000000003,60
2999,292237,1,-2.318000000000002,42
3000,292265,2,-0.5159999999999978,28
3001,292387,1,5.797999999999989,122
3002,292434,3,-4.536000000000001,47
3003,292507,3,-3.388000000000005,73
3004,292590,2,6.504000000000003,83
3005,292630,0,-3.549999999999999,40
3006,292677,0,-3.199999999999999,47
3007,292720,1,-1.9800000000000013,43
3008,292906,3,2.8280000000000136,186
3009,292996,4,16.86400000000001,90
3010,293105,2,9.824000000000018,109
3011,293222,1,4.827999999999994,117
3012,293346,4,24.36600000000002,124
3013,293453,1,4.112,107
3014,293543,3,-2.072000000000002,90
3015,293747,1,13.869999999999969,204
3016,293864,3,-0.8539999999999957,117
3017,294057,4,39.89999999999996,193
3018,294200,2,14.584000000000039,143
3019,294231,3,-5.4319999999999995,31
3020,294319,4,16.380000000000017,88
3021,294449,3,-0.5319999999999938,130
3022,294494,3,-4.620000000000001,45
3023,294658,0,1.3399999999999812,164
3024,294703,0,-3.459999999999999,45
3025,294888,2,20.18400000000006,185
3026,294950,1,-0.2619999999999969,62
3027,295140,2,20.940000000000065,190
3028,295183,3,-4.816,43
3029,295320,3,0.0420000000000087,137
3030,295410,0,-2.000000000000004,90
3031,295621,0,2.519999999999974,211
3032,295822,0,2.4899999999999736,201
3033,296012,3,3.5700000000000145,190
3034,296150,1,6.933999999999983,138
3035,296325,4,35.688,175
3036,296367,4,6.082000000000008,42
3037,296440,0,-2.0900000000000025,73
3038,296550,2,10.19600000000002,110
3039,296659,0,-0.9000000000000083,109
3040,296702,4,6.414000000000009,43
3041,297027,3,10.05200000000001,325
3042,297086,3,-4.312000000000003,59
3043,297099,3,-6.51,13
3044,297230,4,25.81400000000002,131
3045,297364,0,-0.0800000000000134,134
3046,297404,4,5.550000000000006,40
3047,297538,1,6.505999999999986,134
3048,297728,4,39.19199999999998,190
3049,297907,3,2.856000000000016,179
3050,297935,0,-3.9799999999999995,28
3051,298044,3,-1.315999999999998,109
3052,298199,0,0.9999999999999831,155
3053,298402,4,42.439999999999905,203
3054,298576,1,10.461999999999968,174
3055,298707,0,-0.12000000000001165,131
3056,298823,4,22.838000000000022,116
3057,298899,1,0.8460000000000072,76
3058,298911,2,-2.6599999999999997,12
3059,298999,4,16.356000000000012,88
3060,299284,0,5.940000000000007,285
3061,299316,2,0.10000000000000231,32
3062,299429,2,10.58400000000002,113
3063,299610,2,19.62400000000006,181
3064,299740,1,5.909999999999988,130
3065,299883,1,7.591999999999977,143
3066,300061,3,2.8000000000000185,178
3067,300254,0,2.299999999999975,193
3068,300446,1,12.201999999999963,192
3069,300568,1,5.653999999999989,122
3070,300680,0,-1.220000000000009,112
3071,300771,1,2.928000000000006,91
3072,300872,3,-1.9320000000000004,101
3073,300971,1,3.172000000000004,99
3074,301029,3,-4.326000000000002,58
3075,301057,2,-0.48399999999999777,28
3076,301228,4,34.77399999999999,171
3077,301420,3,3.8780000000000214,192
3078,301592,4,35.195999999999984,172
3079,301675,4,15.326000000000015,83
3080,301883,4,43.37399999999992,208
3081,302003,0,-0.6300000000000106,120
3082,302064,1,-0.47999999999999776,61
3083,302227,0,0.969999999999982,163
3084,302312,1,2.3640000000000096,85
3085,302411,2,8.688000000000011,99
3086,302447,2,0.4120000000000017,36
3087,302606,0,0.7699999999999818,159
3088,302622,0,-4.51,16
3089,302763,3,0.4340000000000108,141
3090,302905,0,0.4799999999999853,142
3091,303066,3,1.1480000000000121,161
3092,303255,1,12.267999999999965,189
3093,303434,2,19.536000000000058,179
3094,303520,1,1.8860000000000108,86
3095,303697,1,11.463999999999963,177
3096,303810,2,10.70400000000002,113
3097,304093,3,8.666000000000018,283
3098,304171,2,6.036000000000001,78
3099,304251,0,-2.100000000000003,80
3100,304390,3,0.22400000000001086,139
3101,304478,3,-2.450000000000002,88
3102,304562,0,-1.980000000000004,84
3103,304662,0,-1.190000000000007,100
3104,304849,4,38.64599999999995,187
3105,304911,1,-0.3219999999999965,62
3106,305083,1,10.589999999999964,172
3107,305274,4,39.24799999999997,191
3108,305314,1,-2.4060000000000015,40
3109,305470,4,31.684000000000005,156
3110,305535,4,11.180000000000007,65
3111,305563,4,3.006000000000004,28
